PassengerId,Survived,Pclass,Age,SibSp,Parch,Ticket,Fare,Cabin,Name_Hash
400,1,2,28,0,0,240929,12.65,Desconhecido,c7b403e0650bc91fdd14dc1865b8e1c9e2a2bd09628a76112272181c5fb899ed
401,1,3,39,0,0,STON/O 2. 3101289,7.925,Desconhecido,bca336a6dce36a7d9a12939c19091e175e4d95f51b47ebf7be521bfa9a0c50de
402,0,3,26,0,0,341826,8.05,Desconhecido,c44ef4dd776068f9bf440d695586c80a01dbb33768be9e215dade42b47830b73
403,0,3,21,1,0,4137,9.825,Desconhecido,81c60911e9edd95904994c3e1fe4464d7bd48bdc21a05c312185b20b5a2ec009
404,0,3,28,1,0,STON/O2. 3101279,15.85,Desconhecido,c4cec4b35fd5f5d6abc54cbd1c633e7b5c463f11d3f94e33de8d799967dcf3d4
405,0,3,20,0,0,315096,8.6625,Desconhecido,3771ce2051a37e0dd2ca408d89b743e1c853ae63b1a14c2130495d22b480b5d8
406,0,2,34,1,0,28664,21.0,Desconhecido,fda954d071915734e17a3eb03fff3625433c050727cddea71bada6146c3e8105
407,0,3,51,0,0,347064,7.75,Desconhecido,c9b8788be65ee9fc86b729cb5a45093b9844a1e474d0c96796aa0844d50e78a9
408,1,2,3,1,1,29106,18.75,Desconhecido,47384db0df3595149ec5ae3b279ef0f80a388ef055c00e79f44ece8c9e4dbfaf
409,0,3,21,0,0,312992,7.775,Desconhecido,1b72b51f4fcfdf8f958ff47b1eb4a47f1dc5935223bece6ae933343c89dd75a8
410,0,3,28,3,1,4133,25.4667,Desconhecido,88c7a6444a40dd0f0ad18f22eae5cbc44824ff28c29069b6a398ed2f56c3ddec
411,0,3,28,0,0,349222,7.8958,Desconhecido,8b846e0b8840adb4c4105d2aa4edbdfbce5e6de597c396ae5f225e773aad075a
412,0,3,28,0,0,394140,6.8583,Desconhecido,19ee5f9c3b092cc3e92dcb308f7a5ca127e583a8a8bc5c7a64d53155c5fd250d
413,1,1,33,1,0,19928,90.0,C78,1b637d787e69d221754c68d49aa9adce398b0596148381efd75a28efb3e324ef
414,0,2,28,0,0,239853,0.0,Desconhecido,94a497d1b8cebd8f27301010d3fb1adb999cb86defa1769ec7dff4e64fe10437
415,1,3,44,0,0,STON/O 2. 3101269,7.925,Desconhecido,4e00f70a2e85b5f6942f32eb8a012a8a33228288389896e801da09392d94b4a2
416,0,3,28,0,0,343095,8.05,Desconhecido,7bf875f0281542b862341c9ebf298ad20da4618cbe477cc435a40c086b6c6725
417,1,2,34,1,1,28220,32.5,Desconhecido,366dc811c8eaf31d875783e9533d67b4322312daf16fdb8e91bc0da68773a5a9
418,1,2,18,0,2,250652,13.0,Desconhecido,e949f02c59a11c7e0e0e5b7e92f4828f886fa426db80b8ed4be036815c0ee351
419,0,2,30,0,0,28228,13.0,Desconhecido,267e3e888c9226af2b8b8360c6a630fc608ce561ba4703733120493e4e8b9e92
420,0,3,10,0,2,345773,24.15,Desconhecido,c3dfdff694f522a2b1fb23f63750ebb86a1d06a625c087d436da093f1100d2a0
421,0,3,28,0,0,349254,7.8958,Desconhecido,23c6e644059ddcabb76e7ddf314419f0405a2d87d011bf9504f79aea092d16f2
422,0,3,21,0,0,A/5. 13032,7.7333,Desconhecido,1f134da807a8b6e264dfbb76c0163acfd70e35116a6d1689e415997a0b147ac1
423,0,3,29,0,0,315082,7.875,Desconhecido,64c9c4fe0991111c92d928b936327bb115a1995e767da07d38d1dc526affb5c5
424,0,3,28,1,1,347080,14.4,Desconhecido,182cfa00c610f2ab15be8793be24c26f0e596abbbac71d6007fee76412e3f512
425,0,3,18,1,1,370129,20.2125,Desconhecido,43e5517c3d8aeb353ad7448679ccab96d7958752396453bfe91786738af7629d
426,0,3,28,0,0,A/4. 34244,7.25,Desconhecido,cd9509132cf118c649b5e7265995da6db5601c46e986736f02eb18231770cf38
427,1,2,28,1,0,2003,26.0,Desconhecido,a9e3265a642d6e5a378824dd95fdb2ca83684befadc5693ee2dbe00e6948806f
428,1,2,19,0,0,250655,26.0,Desconhecido,5d43253ee874cc3c3c47015e2751e765f0c518e548fb569cb142e2881c342c08
429,0,3,28,0,0,364851,7.75,Desconhecido,3491c348858ad1861944ff01bffa3baae3d98bb2f3bc72b6944149913b8ef733
430,1,3,32,0,0,SOTON/O.Q. 392078,8.05,E10,4c0fb52dee011491b601a60ae618193d6959210b5c13e6880a4c5b162804295e
431,1,1,28,0,0,110564,26.55,C52,0b6d22eaed8b9c7819d9ac02982d8511c30b440eb9782b5ce6c45d08ff5a94a6
432,1,3,28,1,0,376564,16.1,Desconhecido,d7626d0a673e3f6ecca4c9d6db9abee2718dd19e1f0f378609d7771e93a894d5
433,1,2,42,1,0,SC/AH 3085,26.0,Desconhecido,6142a3707d3fe1af3ff3d61062b34e05942ae2f94d0c9a5d196d5334aae2d274
434,0,3,17,0,0,STON/O 2. 3101274,7.125,Desconhecido,ea6b230c7355d20532e21b99c98f66bb6f47536784a2187603145157335ad9f8
435,0,1,50,1,0,13507,55.9,E44,d798990be0e9ab27a8df83b4a393c355668e3811c4e200ad73f256a2a6a9e0f1
436,1,1,14,1,2,113760,120.0,B96 B98,47f29f528a93f761176fbf3701ed06442da89aa3b6f80fe44ea4e35bc4d8c410
437,0,3,21,2,2,W./C. 6608,34.375,Desconhecido,f67ebd8b8554bc88234a30f38c0690fc834624398e8004a3dcfb011cb1cdebf8
438,1,2,24,2,3,29106,18.75,Desconhecido,69b7b7105d465ab0cb2889e8267f5be672eccb1d452b32102970e6c9d7c493ce
439,0,1,64,1,4,19950,263.0,C23 C25 C27,3cc3d8260b5e3697243878be8f08a5a1f588377e6cb2c6198b7e755c09513b7c
440,0,2,31,0,0,C.A. 18723,10.5,Desconhecido,e59eaa09c379d5adbd698ff248587ff0280de49459dad5b8a4e45aaa48ca90c5
441,1,2,45,1,1,F.C.C. 13529,26.25,Desconhecido,1a3eb451a4975aacef1cd91832acce6fe39293248a7b413115761b5393565def
442,0,3,20,0,0,345769,9.5,Desconhecido,0f6c1815fe376f213c8591c38f3f52d8dc73a87bfe513b8d6f53242553f7945a
443,0,3,25,1,0,347076,7.775,Desconhecido,650a08e77834aeb59529632e5bdd2295d00fde59bdfb8df60048e7eb2ffa969a
444,1,2,28,0,0,230434,13.0,Desconhecido,6fdc7dda8fa13ff9f53eaa0458a9e36d1fc737dcb7cfd16afeab8dad0c99d9a6
445,1,3,28,0,0,65306,8.1125,Desconhecido,8c37ba815cc52626a22a285c7ff0f2ea2b5ae2db90564be9cb9c652fd5cca271
446,1,1,4,0,2,33638,81.8583,A34,a357b3610f8df1b47601bad548360d32b4eed168044061a5abb3b8f1b56658c9
447,1,2,13,0,1,250644,19.5,Desconhecido,34e8f79978c77abd3ba1ede29d0fc7e3186a944307002e9f9bc046052e1178ff
448,1,1,34,0,0,113794,26.55,Desconhecido,6435713548efb808dca66e8d663c512c60ec9cc935583081e289c6a506d1ef80
449,1,3,5,2,1,2666,19.2583,Desconhecido,92c0500807cdc82fd2ed3289cf1682d09be5c86ce615f50df95fbcbb11d4a6cd
450,1,1,52,0,0,113786,30.5,C104,8556e25795b5e453b2edb1d03622630aecf3c6e564991d4032bf3dd408bb5e74
451,0,2,36,1,2,C.A. 34651,27.75,Desconhecido,c40b9b1593ca20270b77809da8bfc59e84d26c05f3871f8b0d09a6f952523243
452,0,3,28,1,0,65303,19.9667,Desconhecido,69e837bcd115eedeb35f88d4c7768262b2e640b25762e29be72b6c5424f67c55
453,0,1,30,0,0,113051,27.75,C111,0b2df15ee3dfd66e2c7a7227c8f590736c6e2ac3da9abe25ccce8aa48b2cbac3
454,1,1,49,1,0,17453,89.1042,C92,6862daea50d156cddb1f905329f1cc1478aa2855e1742bb356938a83d868a3b6
455,0,3,28,0,0,A/5 2817,8.05,Desconhecido,60f0bd358b7073eb11a4505d20164697c8a732fd929f6bcb8f2de002bfb99e67
456,1,3,29,0,0,349240,7.8958,Desconhecido,8ab5bc27c03536d3ec52d15083a0f0ba72501752a2ebbbb9de04c8e28b88379f
457,0,1,65,0,0,13509,26.55,E38,f2ed4e189831010cf5ffd812011d0106d919b539fe839b5047e7208e7f35ac76
458,1,1,28,1,0,17464,51.8625,D21,44d0652550d1bee678cc1d156cfef7f3db9a25e6603b5d3036d067772db092bb
459,1,2,50,0,0,F.C.C. 13531,10.5,Desconhecido,fb5609e8ffa59aa812ac9b65aef4d3148c7bf37546c00b2329a0b3d35ac1fff8
460,0,3,28,0,0,371060,7.75,Desconhecido,78c1cdf1228cd7e8250697f4d331050f2c87cd9aa774442c3c7684eb32afbf97
461,1,1,48,0,0,19952,26.55,E12,33f8b3a5ce99e008cc1582fdb21414d1275eda10b530a914bf2583be90f12807
462,0,3,34,0,0,364506,8.05,Desconhecido,6d96603f43896226b715bff3b055604e5dfa13b8cd8a830fd9df2e7b7431bda3
463,0,1,47,0,0,111320,38.5,E63,ea3b82db6c52b27a905f991f969dc60175cf12bc70c671fadd6234d465173838
464,0,2,48,0,0,234360,13.0,Desconhecido,521258bf96355b0849db3ad6c9270617574e63d8d4138de5f2cf09bd4e9bb170
465,0,3,28,0,0,A/S 2816,8.05,Desconhecido,034669156e92765236d395f72f46547f2bc0289fd28a31c6b923ded310b6de23
466,0,3,38,0,0,SOTON/O.Q. 3101306,7.05,Desconhecido,3012f9cda5ce13b7c4cfdb6f710393b2a0828302e7daff82c37df5c4f8395836
467,0,2,28,0,0,239853,0.0,Desconhecido,f8d2f3f4268a1d4e0fbbb2af9d541a6ab0326223d25f3aa91a0a99e376284d84
468,0,1,56,0,0,113792,26.55,Desconhecido,0edeeff15afb250237d2ed848a31bdf87cc125846dcaa96badbfea787f8ef267
469,0,3,28,0,0,36209,7.725,Desconhecido,ef916460f5b2e25b6a976d06c47ac4b08ad16d190136f71d3f21bff0c3d81858
470,1,3,0,2,1,2666,19.2583,Desconhecido,7b6d5a4a9a04fe86c63725e6e0f4688846b8599048bb32a245a740e517d7d020
471,0,3,28,0,0,323592,7.25,Desconhecido,7c849d70aaef12b9a134554af92ec29a411d8c8ed1458616703b6c836854e9cc
472,0,3,38,0,0,315089,8.6625,Desconhecido,b82911c09197e5b69e8bb1ca9bed04d97c1054ee1869c5779aedc2f2de99689e
473,1,2,33,1,2,C.A. 34651,27.75,Desconhecido,088d572460f34958c6629b141eb80319e6afda5e27c955d7ee8921af5f8b2d42
474,1,2,23,0,0,SC/AH Basle 541,13.7917,D,ffe8e79526d199a4d6c8245f6bf84d2fc934ff4c900b81c06fb4f810709f7d9a
475,0,3,22,0,0,7553,9.8375,Desconhecido,4c4006ee284d7175673c1b2e6fc36665be1663678f443b954bcb139317ea1529
476,0,1,28,0,0,110465,52.0,A14,a049e5758c0bfcc50033eb331a485d6d75f3bed23843d1ec18a92f5e291267d3
477,0,2,34,1,0,31027,21.0,Desconhecido,705e09f981cdfaea5f5c59d504e9b8ecf310aee6c32f2c8b576ab825ee1260fe
478,0,3,29,1,0,3460,7.0458,Desconhecido,481ebdc635108d3e598715ac1e131820ac43493a200b9d1ca5c04366d3b44e02
479,0,3,22,0,0,350060,7.5208,Desconhecido,110296682be480c88d95b6de8e8a9efb9c139efbdc5cf5c36642fe1a18744a17
480,1,3,2,0,1,3101298,12.2875,Desconhecido,0d23f73fc0f3d32397b7d6ad335681718a564330da98a56cc3ba72160d670ce0
481,0,3,9,5,2,CA 2144,46.9,Desconhecido,31237a95400365f638c93917a8bff3d040b048dec90c5e7cd8f3e0d630574d15
482,0,2,28,0,0,239854,0.0,Desconhecido,b677b22eab95c0b36bcea82cc46b87c4f69e0409189eb28960104b4004dd6e6a
483,0,3,50,0,0,A/5 3594,8.05,Desconhecido,94f043d98dab4f5a63cb2fbb83b8640e64bc26bd56e69c7a32104a0127f75cfa
484,1,3,63,0,0,4134,9.5875,Desconhecido,2c0a9f3f96e4221dbbef5328bb5a9c8bb54b48ac2b39c0d5485dc3d150817b45
485,1,1,25,1,0,11967,91.0792,B49,ef2effa72243a747d89bffe0588aa75b9d10d566f2efb188fd97a79f3a188da1
486,0,3,28,3,1,4133,25.4667,Desconhecido,f95eb9dd7aa99dc3ce35fcb9153359a2f32d5576a2b7767acc71deae71aec73b
487,1,1,35,1,0,19943,90.0,C93,8cf0514f82eff3b546674828a04dc60384f4bf965f70c1ca44361a6a6bd02cf8
488,0,1,58,0,0,11771,29.7,B37,60389195d81a93b11699033ddee9ab194225118851edc8406698f5d136ca8f86
489,0,3,30,0,0,A.5. 18509,8.05,Desconhecido,4b6a9c06f9ef1b4d3471e9bd07c5338eb029436c38c6797e41740cc41738ef5b
490,1,3,9,1,1,C.A. 37671,15.9,Desconhecido,ce7da64ce88a6c4989577ce084372288a4c46ec68fa4f3355c90b6c3f4a11925
491,0,3,28,1,0,65304,19.9667,Desconhecido,e416e91f841a1ef169e0dc0d6536b2fe79428685634902ef945e820ff6eea6e6
492,0,3,21,0,0,SOTON/OQ 3101317,7.25,Desconhecido,625179fe1394b13d9746367e5657c20592357c3f3e5504f5194d8360cf9f6ad4
493,0,1,55,0,0,113787,30.5,C30,3ad6fc12e9bfc8c14c49f378a004e4d7c985107dae166f550a6ed49392e24ebb
494,0,1,71,0,0,PC 17609,49.5042,Desconhecido,01da01508da13ad8c15fdb7653dcb9529ea614ff47c3ad204e151b9922add19a
495,0,3,21,0,0,A/4 45380,8.05,Desconhecido,048e2dcdc09144bd650cc975350c54afa713aa4d0bb1ee085776872fb32f9b6e
496,0,3,28,0,0,2627,14.4583,Desconhecido,5893156bd4a66dd4e54cff284ace92c3f40530b5c5e238c558dde84f9c6f3534
497,1,1,54,1,0,36947,78.2667,D20,6aa28282b092a6ff965b790e7d123be5abcb74d5331d0b6b714d2d44856e10e9
498,0,3,28,0,0,C.A. 6212,15.1,Desconhecido,2cc93b915261d6c152d6ef5ad927d999cf9c10f56339799806e42b0f80def292
499,0,1,25,1,2,113781,151.55,C22 C26,2b485e8baf65ae0fca5e279914ce3df0800eae399e860b90e2de4d60667f1734
500,0,3,24,0,0,350035,7.7958,Desconhecido,171154b5f9a4d697e819e274b9d06bfe9ef8a225171a686be237e0ad74fe087f
501,0,3,17,0,0,315086,8.6625,Desconhecido,d5d83ffef4aa0f779b2440a612f2c25b7a764fbfb8dcc4bdb3fb29568321f98d
502,0,3,21,0,0,364846,7.75,Desconhecido,0afac84c3465c71d3e28e19226aae8bdd9e0a3bd7bf0b80e66dfbe379f054f76
503,0,3,28,0,0,330909,7.6292,Desconhecido,03720877c4b4f4c44fd7132676e2ae8d4be8bec63a23890674fdbdc1445f6436
504,0,3,37,0,0,4135,9.5875,Desconhecido,9b808d103c61514deeec1cf47673290bddf3eea4fe05ba563978e773e767f063
505,1,1,16,0,0,110152,86.5,B79,b258a96757a406d009d7a97b7a581a9855a592a9cd5ea85abee70bbdaf72c894
506,0,1,18,1,0,PC 17758,108.9,C65,d9f368170acdcf8f374f41055058a0972d9631cd5356882cff40dfa0bec9ea9a
507,1,2,33,0,2,26360,26.0,Desconhecido,a9afffcb72001c57b4e45128a9f777bf24b4de6436c8871f4054c32cc2ad1860
508,1,1,28,0,0,111427,26.55,Desconhecido,f6de78e2724ab0ed65b937174c375d8713f2ce0a95508f9af0a3d84697bd54f0
509,0,3,28,0,0,C 4001,22.525,Desconhecido,5558949098ec8b6895961d715b707b05ff5cde269435b538b6a7b9ad8c34afcb
510,1,3,26,0,0,1601,56.4958,Desconhecido,cfe5f1c7c2612a8f9486cde7e643881dc0bae764b3f20fcf725ccb3833a80b32
511,1,3,29,0,0,382651,7.75,Desconhecido,b20f31660c11a783e281bc61fe3feca26fbd13d73f3a5885f33fb3383bb6eb3a
512,0,3,28,0,0,SOTON/OQ 3101316,8.05,Desconhecido,e015c93723b1d2beec7886af9bff7c230e521603e005ffc763966cf0d16927dd
513,1,1,36,0,0,PC 17473,26.2875,E25,12a148c201ce4afac9ab53f5beaab5107be2ef66f5864c8b7be432c49e3cfa53
514,1,1,54,1,0,PC 17603,59.4,Desconhecido,7e0a32c6373ad70673a1ba1e2c8550942036e7e84f60431063323e67951df886
515,0,3,24,0,0,349209,7.4958,Desconhecido,164e53a5db0fb091c60ff5015b05874cd1622f80780148d461286b02c75b5a8a
516,0,1,47,0,0,36967,34.0208,D46,a0988bce57447682461120323c6d317e5109152dd886560d9cfbac72fd35a1e4
517,1,2,34,0,0,C.A. 34260,10.5,F33,15d3f1e5e4229a756be38e8479e9a15278b4a55f49889ec8f227e3baaafb9fae
518,0,3,28,0,0,371110,24.15,Desconhecido,fd4fc10860459a171238628f7149c4333d3d556b82bd0c4a8dcb84a7115baed1
519,1,2,36,1,0,226875,26.0,Desconhecido,09fe172b905fcdb462dc7da850c20d24169518cc96ad676e7e1bc6b21a98e4fc
520,0,3,32,0,0,349242,7.8958,Desconhecido,03617277726d01033528c934079c465227a39c6a07d0ecc3e166a4436d5dcf5c
521,1,1,30,0,0,12749,93.5,B73,4fee348d9a8fa863f2f591b2a8df876e3c127ddb7f81fc3305776d0cefe5f46d
522,0,3,22,0,0,349252,7.8958,Desconhecido,b261ad54e943aae8e0acca880c7cf91675fa06cba9adb9d2c4f561b273362f50
523,0,3,28,0,0,2624,7.225,Desconhecido,d8633e708b5a1a15308ab8cfa1c1f68e6f4121bef24fb959ce442ea1f75ea4e5
524,1,1,44,0,1,111361,57.9792,B18,5dbd207b865557ee65a6e680bfd38e5ed207278854da5ca988ea75d2c6913f1d
525,0,3,28,0,0,2700,7.2292,Desconhecido,355db65a58436deb914373d3afaf9661d28d2534fc4939b5eeadbf06897c5887
526,0,3,40,0,0,367232,7.75,Desconhecido,849c61bf796937f4a9c436ebcf3fa26b371a4d9ebec64dd70ab537fcb9bd1b3d
527,1,2,50,0,0,W./C. 14258,10.5,Desconhecido,00c1f7ce600ad746198d9c00a0f3b1ec086100e3aa2f96872e7f01f8ae9a89e1
528,0,1,28,0,0,PC 17483,221.7792,C95,e6510a6b37d1962cf99cffea66e036d955a5887d6e8b897292da461ffcdb915b
529,0,3,39,0,0,3101296,7.925,Desconhecido,53283786b62b55f7a6202f97d214ddda9f1b505e10c8d0c6508fb26ce01bfa2c
530,0,2,23,2,1,29104,11.5,Desconhecido,175a7fed5880fb2c4215434798f132c89b7e73f6290c641cdd34d559b7188cdf
531,1,2,2,1,1,26360,26.0,Desconhecido,c3d2587d946b9f7c8b807ec3e47d966d74d6ee759bf5668d97d4e3aaef0f95e7
532,0,3,28,0,0,2641,7.2292,Desconhecido,92645242545581b40f7f22703a09a3e2a05d3bddd0d5e1b03a1d0b30fae98160
533,0,3,17,1,1,2690,7.2292,Desconhecido,99a76c5e7a761b9b6b61cd4b9bc09c5c278462fdad0de261b172d498fc0f2137
534,1,3,28,0,2,2668,22.3583,Desconhecido,8f53682002f0cf79b8ff2718fbecbe2ec4d925dce85fd3b6ab96384e9877a4d5
535,0,3,30,0,0,315084,8.6625,Desconhecido,5c64489b9c9362f787412842ce924290a8063471104f81ce8ef48576ec567c36
536,1,2,7,0,2,F.C.C. 13529,26.25,Desconhecido,818f6a70a1ccb70d5963e32514af4f46a716c0a08e0ce543c5e9a6e1cbe5eedb
537,0,1,45,0,0,113050,26.55,B38,42c2f7a99be8cbb8e76afe41f188bc6f0089cb1e699eb45352174c65b793eca4
538,1,1,30,0,0,PC 17761,106.425,Desconhecido,3729940bed1aecd5ad461861d301f7e067cf7e84455db88d5e938980ed4bebd3
539,0,3,28,0,0,364498,14.5,Desconhecido,de7a4c2ed1484867e389760a1c9af1a5bad7ead28eade0dd6ab5de815ec5b153
540,1,1,22,0,2,13568,49.5,B39,a22ea8066b1e7d4e25f48ca0680a6c3e7f498406ce102aca5deded0ebfa25f55
541,1,1,36,0,2,WE/P 5735,71.0,B22,6d5573ade53cc940999b4a21e53aae581d1ac3b57f60a4a3a6a57768c130cc5b
542,0,3,9,4,2,347082,31.275,Desconhecido,b7ba33da2fb9fdbb8442e743bb15b661122c455972a6def34e91c1c764f55ea6
543,0,3,11,4,2,347082,31.275,Desconhecido,ec29a975a79b576f020edc59f14ddab8d975a4072c900a664e76980cb25a4945
544,1,2,32,1,0,2908,26.0,Desconhecido,eefa623464ad7de81a26446755f5a6da38eb9d26d99a80e1407ab2aa5f900dcf
545,0,1,50,1,0,PC 17761,106.425,C86,3b6c269804207a6109bb9d566f81961b3446bac7f8a04695304da153be8d907d
546,0,1,64,0,0,693,26.0,Desconhecido,f2c86e052e1be9a3cec258519cc537e6e45b8e85a72fb3eb63cdfae06e69aaff
547,1,2,19,1,0,2908,26.0,Desconhecido,f71766e83a1a0e909cacd48a8dea9a0c1445dbe1f82a95ed92a3217ad6c69db8
548,1,2,28,0,0,SC/PARIS 2146,13.8625,Desconhecido,924cb4d891bff5ead8c099e84fc38edcbd7978e54724b243082051970c0da155
549,0,3,33,1,1,363291,20.525,Desconhecido,7f674e0947720d2152f17f108d7790bcd8d6358f1ee4c3fbc25a8dffcff88092
550,1,2,8,1,1,C.A. 33112,36.75,Desconhecido,2d9936454f391e7546c6a69cb26f8cfb6b3b64d80a60a68b56402dd350bf3432
551,1,1,17,0,2,17421,110.8833,C70,c56dcf2dfc7091e33b9a251176940b59d696cf002e7f3e6e35ffea9cf32d20f2
552,0,2,27,0,0,244358,26.0,Desconhecido,4058639907fb9f3666b30f320816b5a7cfec3ba73fae3df60fb382094dab9779
553,0,3,28,0,0,330979,7.8292,Desconhecido,6e7af79871cd5b746020728f0f30e1f2c49c23f0c233c4db145f46143c5e217b
554,1,3,22,0,0,2620,7.225,Desconhecido,dceda996757efeefdd3cf725e27c699ceab2a9950176e7513a61fb9f538b4426
555,1,3,22,0,0,347085,7.775,Desconhecido,3c769de8e85d68b82310ed8ac6a5ec8f3130f7f676a919220605053688515823
556,0,1,62,0,0,113807,26.55,Desconhecido,0d9a70ca3f873c8d370fe938c8255e5236b397a2bf96fe5167bdcba0a00cc6b2
557,1,1,48,1,0,11755,39.6,A16,7b7b8cb5477412ec355c1f0f726a147724fb0463377a147d58a14b65395c48aa
558,0,1,28,0,0,PC 17757,227.525,Desconhecido,d96ff8558a7c5a2d9ee65fec9dbac98138f99ca0c5cee9f8168697171ae21e52
559,1,1,39,1,1,110413,79.65,E67,fedba8eaabc5752761a243e9775bd2a9c6e0659a34bdb1a0c6921afbb26ee9b3
560,1,3,36,1,0,345572,17.4,Desconhecido,c193e965ace653c61dacc1fe32971beb6b5af35151566f8475644c33ec4698b0
561,0,3,28,0,0,372622,7.75,Desconhecido,51c18d9213f1cb7c6b834bcd90b2e17f1d562e32e720af09b8f9a30101d18323
562,0,3,40,0,0,349251,7.8958,Desconhecido,3a096bc5679078e1a264bd4ac2c4294a4c139cee2668aeb118c4dc9bfc1eb02c
563,0,2,28,0,0,218629,13.5,Desconhecido,c5a5208dd1239cd7df632243e064545078b175e9989d750245e7150fd235a1f4
564,0,3,28,0,0,SOTON/OQ 392082,8.05,Desconhecido,19d4af828ad7a66e009019882b845a4ae9553ba87d0b3bd0d154ae6400759b78
565,0,3,28,0,0,SOTON/O.Q. 392087,8.05,Desconhecido,29ce16da9a983d97ce0c72e1955135d55dcf95a50233ecd5a12079558d275ae0
566,0,3,24,2,0,A/4 48871,24.15,Desconhecido,e387ed573eeca37815c242e2794aa2e2377e6d8d33b7f62d17eb6911d8d61b8b
567,0,3,19,0,0,349205,7.8958,Desconhecido,6012f76f6cb8e6bcb17645e40a140860ff16cf60abc49737cc81a35371bde16b
568,0,3,29,0,4,349909,21.075,Desconhecido,84935a6ab64b640232ff59d136393f3404912a03caf425677c8968cf9b441a95
569,0,3,28,0,0,2686,7.2292,Desconhecido,806d1923ed6b6754cecabfc1c0e967320330d43a30f786e37c0f76f67470274e
570,1,3,32,0,0,350417,7.8542,Desconhecido,65a87b6a68507a2782bd3fdea2970997165acdbd7fabf7063d452896fdfd325e
571,1,2,62,0,0,S.W./PP 752,10.5,Desconhecido,cf0c66e59ba6579ff677f1c510059f839502fb63cf6e090c15aa4f79c63c1771
572,1,1,53,2,0,11769,51.4792,C101,016f018ac43d9dc934184e680aaf23ec67c1325d2e8e642861153edd9e970fdc
573,1,1,36,0,0,PC 17474,26.3875,E25,92baadb2bf891d7e6f05c10c81ba09e0bdfe09af9afdb079eeb5a5e86d92f921
574,1,3,28,0,0,14312,7.75,Desconhecido,746ace63679fc1e252bbe98e99dfcd0a4ced919ccc61380c95be0fcba65dd26d
575,0,3,16,0,0,A/4. 20589,8.05,Desconhecido,5a4a542d18188e9678ad804da185afa56acea6359a04e304343044f5268c6958
576,0,3,19,0,0,358585,14.5,Desconhecido,f03cd06ff68e40e854290d747bf98d9a04cdca0b7b817098e426583923301506
577,1,2,34,0,0,243880,13.0,Desconhecido,05c70fe5c75f9d0fa26cc6d8a56671ecdd7af46c2eeb242b0e31be8d9ad37310
578,1,1,39,1,0,13507,55.9,E44,356b116defc0174e49e83f8dff4e4458655ca53d4f970883313d1e34058cb4f0
579,0,3,28,1,0,2689,14.4583,Desconhecido,cb2cf6abafd03058cc725096c2dbd85fa56bca8eabcd4a03ee309b15e1f6ead1
580,1,3,32,0,0,STON/O 2. 3101286,7.925,Desconhecido,f39de760a1492bb58a40ef62cd0875c00fbd481b17d929bbf55b2babec1fbcad
581,1,2,25,1,1,237789,30.0,Desconhecido,a3066bd75fbc0af01a155ca77aa14ec928fb84449c2bb3527db59ab1b04fa1f0
582,1,1,39,1,1,17421,110.8833,C68,0759f529b7012c1f95e117ef115b85e4852355cf2c79e9c88d7f02a5144e5374
583,0,2,54,0,0,28403,26.0,Desconhecido,dc2a52c0a3618ff4c9f53dc464c043aa7d66a718326a5d865cbde45b3e8c4fb9
584,0,1,36,0,0,13049,40.125,A10,d83d187cb49cb0cae4d1e3866d19a7d6b0143dba651aa1671bbb02ea463bea75
585,0,3,28,0,0,3411,8.7125,Desconhecido,34f09b6272a10f82faed079991fd7a28441dba2c7ba18026934f4ac7cc5f7a60
586,1,1,18,0,2,110413,79.65,E68,68142ad56cdadbe8aebc6e7c8a611aa8f1ab89d7d1914dbc275704d95dc208e2
587,0,2,47,0,0,237565,15.0,Desconhecido,d6519e9c57ccbc7c6b1d7d4e4f1a6d2f10a03343ca1438ba96cdd792ae15dff5
588,1,1,60,1,1,13567,79.2,B41,96ce956c582e629e85c2f9f310001d291772445a3c8651d21514a8d675695a0f
589,0,3,22,0,0,14973,8.05,Desconhecido,8627909419c422d582cce2a6395d043d891e1c7b506b169842c2c2ea8374f221
590,0,3,28,0,0,A./5. 3235,8.05,Desconhecido,b3c3805d14f91bfb58dc125162cce0d35a5ff64485ec646365475a1a0a4d6e7b
591,0,3,35,0,0,STON/O 2. 3101273,7.125,Desconhecido,209dec4bfb50c339c0c99fd8e813f6192856b08949c24bf17ca163cadd96a4fd
592,1,1,52,1,0,36947,78.2667,D20,55b5670f50ea14e46801941237ea962a471ad9551d2ecc96061f0d6eaeb590f2
593,0,3,47,0,0,A/5 3902,7.25,Desconhecido,949166157f0fc341bec4184b5654a5b8a2771a04be612c90e813c98881b6bf27
594,0,3,28,0,2,364848,7.75,Desconhecido,7c30ec2036d3d777c3712a40accf2d1b12d7577d008ae230d79225eccb323551
595,0,2,37,1,0,SC/AH 29037,26.0,Desconhecido,e2e63de2b3a7ac349d896b57347d6d4f7728cb5700690f2a50015404ff7c7eed
596,0,3,36,1,1,345773,24.15,Desconhecido,81503638b06982364a1a2efc4b6fe100f967cec370f19cd03f699cf9b5c5d18e
597,1,2,28,0,0,248727,33.0,Desconhecido,538c6f564d43c3499d32c841473caa5aeb016da8a3d81732352830f794a4235b
598,0,3,49,0,0,LINE,0.0,Desconhecido,e939d96256ff575cf2b38d30e285338e2af27c5cfb0d3e325efbd5e55ef31161
